dataset,query_set,mu,algorithm,params,rel_err,samples,query_time,build_time
aloi,test,0.001,ann-faiss,"{}_[0, 320, 2048, 5]",0.5850088294346278,320.0,0.1267362356185913,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 320, 2048, 10]",0.5793382617235899,320.0,0.12521023750305174,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 320, 2048, 50]",0.5887388755679717,320.0,0.12593259811401364,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 320, 4096, 1]",0.5480902352052087,320.0,0.13023457527160648,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 320, 4096, 5]",0.5847310613958134,320.0,0.12755694389343258,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 320, 4096, 10]",0.5814602603398611,320.0,0.12495148181915283,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 320, 4096, 50]",0.5768439785532097,320.0,0.12251720428466799,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 32, 1]",0.4642150919882709,640.0,0.2585525751113891,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 32, 5]",0.4542496168331531,640.0,0.2565918922424317,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 32, 10]",0.46224373524073065,640.0,0.25072999000549323,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 32, 50]",0.45938883725625335,640.0,0.24582805633544919,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 64, 1]",0.4732786135211214,640.0,0.263679552078247,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 64, 5]",0.4707075851117005,640.0,0.25873854160308835,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 64, 10]",0.45413514652339154,640.0,0.25616211891174323,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 64, 50]",0.4648688600630716,640.0,0.24700229167938229,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 128, 1]",0.46864513339155683,640.0,0.263274884223938,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 128, 5]",0.47734087163501226,640.0,0.26056959629058835,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 128, 10]",0.46961009594357445,640.0,0.25594441890716546,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 128, 50]",0.45831812278052414,640.0,0.2500787019729614,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 256, 1]",0.459515869358987,640.0,0.2624968767166137,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 256, 5]",0.48810079807590256,640.0,0.2609953403472901,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 256, 10]",0.4569120274894581,640.0,0.25742394924163825,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 256, 50]",0.4685585053280785,640.0,0.24589819908142094,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 512, 1]",0.4598548075370376,640.0,0.2613463163375855,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 512, 5]",0.4510186327356161,640.0,0.25779185295104984,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 512, 10]",0.4765219707692344,640.0,0.2533429384231568,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 512, 50]",0.4713011255576269,640.0,0.24860446453094479,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 1024, 1]",0.4707320208379229,640.0,0.26058268547058105,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 1024, 5]",0.4626802624165438,640.0,0.2505379199981689,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 1024, 10]",0.45424344788242843,640.0,0.24466824531555176,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 1024, 50]",0.472754987087911,640.0,0.24311068058013913,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 2048, 1]",0.4462552682636777,640.0,0.25903131961822506,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 2048, 5]",0.48889431835807046,640.0,0.2552567481994629,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 2048, 10]",0.4575927474508881,640.0,0.25255801677703854,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 2048, 50]",0.45764350887515964,640.0,0.24829566478729248,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 4096, 1]",0.4696433119364942,640.0,0.25988070964813226,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 4096, 5]",0.46113387108143017,640.0,0.2581436157226563,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 4096, 10]",0.4568105671989467,640.0,0.2534969806671143,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 640, 4096, 50]",0.4716589699965989,640.0,0.24574170112609867,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 32, 1]",0.3494412040301673,1280.0,0.5235801696777342,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 32, 5]",0.3441789132655509,1280.0,0.5212796688079833,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 32, 10]",0.3584087217713604,1280.0,0.4969964981079101,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 32, 50]",0.3454355714552931,1280.0,0.48540313243865973,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 64, 1]",0.3614120590788241,1280.0,0.5121365308761597,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 64, 5]",0.3543189943152499,1280.0,0.49667067527771,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 64, 10]",0.3522174432630163,1280.0,0.4682601213455201,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 64, 50]",0.3657045694403121,1280.0,0.4510349988937377,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 128, 1]",0.3493245835398067,1280.0,0.5125947475433349,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 128, 5]",0.3533900560135029,1280.0,0.48777527809143073,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 128, 10]",0.3525601920437664,1280.0,0.4704424619674682,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 128, 50]",0.3617428391888343,1280.0,0.4516286134719848,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 256, 1]",0.34951382203958403,1280.0,0.524785566329956,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 256, 5]",0.3410555180074367,1280.0,0.5014923572540282,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 256, 10]",0.35238118117445,1280.0,0.4801339864730834,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 256, 50]",0.3443205713447912,1280.0,0.4601861238479614,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 512, 1]",0.36194227301481435,1280.0,0.5150883197784424,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 512, 5]",0.34615570614082664,1280.0,0.49445877075195305,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 512, 10]",0.360783403657041,1280.0,0.4811622142791749,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 512, 50]",0.35836822393868956,1280.0,0.47181515693664544,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 1024, 1]",0.3499801563827978,1280.0,0.5092728614807128,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 1024, 5]",0.3434073181001488,1280.0,0.49184808731079094,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 1024, 10]",0.3582156811658235,1280.0,0.4615314245224,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 1024, 50]",0.3433427650765102,1280.0,0.44282543659210205,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 2048, 1]",0.3668752157742218,1280.0,0.5109638690948487,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 2048, 5]",0.3519451642368353,1280.0,0.4928659200668335,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 2048, 10]",0.3540669909489569,1280.0,0.46182551383972176,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 2048, 50]",0.3655837755864756,1280.0,0.43568534851074225,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 4096, 1]",0.3527003809180546,1280.0,0.5124627351760864,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 4096, 5]",0.3578892407670544,1280.0,0.48144655227661126,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 4096, 10]",0.35181790336156493,1280.0,0.4707890987396241,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 1280, 4096, 50]",0.355535810945706,1280.0,0.4516340255737304,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 32, 1]",0.2697582535934872,2560.0,1.0117264032363893,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 32, 5]",0.2699404180660088,2560.0,0.9420701026916503,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 32, 10]",0.26615985854417834,2560.0,0.8757822275161742,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 32, 50]",0.2689020245545813,2560.0,0.8360918521881102,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 64, 1]",0.2651961120913315,2560.0,0.9957120180130004,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 64, 5]",0.26554613615518213,2560.0,0.9199459552764893,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 64, 10]",0.26075392259805974,2560.0,0.8648233413696289,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 64, 50]",0.2649268299826308,2560.0,0.8329401731491087,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 128, 1]",0.26293832537581346,2560.0,1.0166729450225829,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 128, 5]",0.2706586763326848,2560.0,0.9187609672546385,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 128, 10]",0.2690649201974627,2560.0,0.8583686590194703,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 128, 50]",0.27259942782655644,2560.0,0.8161535024642943,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 256, 1]",0.26994647540152544,2560.0,1.014043974876404,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 256, 5]",0.2706520204032363,2560.0,0.9217097759246826,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 256, 10]",0.2636033151577116,2560.0,0.8568388938903807,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 256, 50]",0.2647017216712746,2560.0,0.8266035795211794,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 512, 1]",0.25993794836784534,2560.0,1.0711613178253176,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 512, 5]",0.26565413489809186,2560.0,0.9747162342071535,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 512, 10]",0.2646379051369039,2560.0,0.8911436319351195,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 512, 50]",0.26780591873126736,2560.0,0.8377716302871703,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 1024, 1]",0.27107599049802983,2560.0,1.0033432006835936,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 1024, 5]",0.27090755717127185,2560.0,0.9152193307876588,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 1024, 10]",0.2725619543007094,2560.0,0.8560214519500734,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 1024, 50]",0.26902045198253816,2560.0,0.8250082254409788,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 2048, 1]",0.26574376093437313,2560.0,1.0054774761199954,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 2048, 5]",0.2619965594577666,2560.0,0.8970260143280028,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 2048, 10]",0.26104039142760055,2560.0,0.8336043596267702,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 2048, 50]",0.26563588548552214,2560.0,0.8086353063583371,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 4096, 1]",0.26254845268383814,2560.0,1.0143565416336062,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 4096, 5]",0.26583929287416624,2560.0,0.9246828556060791,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 4096, 10]",0.268012646639393,2560.0,0.8603915214538576,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[0, 2560, 4096, 50]",0.272329709805581,2560.0,0.8170463800430297,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 32, 1]",0.88464348982513,3285.6977,0.11639349460601808,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 32, 5]",0.8740874401085557,15898.8492,0.4755279302597045,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 32, 10]",0.8739619049641267,30816.6267,0.9659830808639528,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 32, 50]",0.8739243101747234,88032.0,2.958305168151855,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 64, 1]",0.8848469197527494,1694.9877,0.08334064483642578,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 64, 5]",0.8741771372045632,8148.7687,0.32442767620086677,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 64, 10]",0.873941706678358,15923.3548,0.6294649124145508,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 64, 50]",0.8739243101747234,71930.8987,2.9916092872619635,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 128, 1]",0.8857738019838913,998.1797,0.059176015853881846,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 128, 5]",0.8743504202658605,4352.1225,0.20625796318054196,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 128, 10]",0.8740047055896332,8320.7003,0.3719123363494872,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 128, 50]",0.8739243101747234,36937.3737,1.7093191385269162,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 256, 1]",0.885515560352548,707.8494,0.04185945987701415,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 256, 5]",0.8745467791203502,2480.134,0.10107808113098146,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 256, 10]",0.874031745683718,4588.8621,0.17638204097747806,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 256, 50]",0.8739243338148138,20103.7271,0.7664376974105837,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 512, 1]",0.8837656057583938,737.1222,0.03937184810638428,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 512, 5]",0.8744988530744288,1621.7507,0.07361867427825927,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 512, 10]",0.8740641159993775,2689.8592,0.11746280193328859,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 512, 50]",0.8739253948790616,10693.8974,0.44061970710754395,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 1024, 1]",0.8823826766388705,1131.4497,0.0419083833694458,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 1024, 5]",0.874753690927713,1549.015,0.05538036823272706,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 1024, 10]",0.8741693304669952,2060.4816,0.07858650684356691,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 1024, 50]",0.873927023323944,5997.0269,0.247195315361023,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 2048, 1]",0.8834390491189282,2103.5974,0.05380396842956544,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 2048, 5]",0.8746076903880811,2299.247,0.059569668769836416,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 2048, 10]",0.8742185482488858,2545.1212,0.0741112470626831,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 2048, 50]",0.8739289959278725,4449.0423,0.17647366523742672,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 4096, 1]",0.8855876238590931,4125.7229,0.07986631393432617,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 4096, 5]",0.8745039749358874,4220.6132,0.08111066818237303,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 4096, 10]",0.8741221593144536,4338.2385,0.09116523265838625,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 0, 4096, 50]",0.8739304987944057,5272.863,0.1644470930099487,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 32, 1]",1.1124339320110501,3295.6977,0.12324323654174803,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 32, 5]",1.0294230081350766,15908.8492,0.4864217996597289,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 32, 10]",1.145431305501412,30826.6267,0.9808762073516846,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 32, 50]",1.1149957592577966,88042.0,2.9342674016952515,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 64, 1]",1.119870936917677,1704.9877,0.08424954414367677,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 64, 5]",1.1391058292590976,8158.7687,0.298138451576233,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 64, 10]",1.0756796277502798,15933.3548,0.5703821897506715,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 64, 50]",1.04946790218744,71940.8987,2.938712477684021,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 128, 1]",1.176911647989712,1008.1797,0.05839498043060302,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 128, 5]",1.0689982729363197,4362.1225,0.16408779621124264,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 128, 10]",1.103059822379195,8330.7003,0.2957231521606446,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 128, 50]",1.0744326378296911,36947.3737,1.4322154521942139,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 256, 1]",1.145507091382433,717.8494,0.04726996421813966,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 256, 5]",1.0883780367876417,2490.134,0.10734777450561525,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 256, 10]",1.1470024148692586,4598.8621,0.1842670679092407,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 256, 50]",1.028992197994764,20113.7271,0.7744416236877443,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 512, 1]",1.152494676602323,747.1222,0.04347994327545167,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 512, 5]",1.1701249082094396,1631.7507,0.07157182693481445,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 512, 10]",1.105962051151715,2699.8592,0.10954635143280031,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 512, 50]",1.1918113481753554,10703.8974,0.4102891921997071,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 1024, 1]",1.1487481387462215,1141.4497,0.04689962863922118,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 1024, 5]",1.1334379498511724,1559.015,0.05998303890228272,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 1024, 10]",1.085679939990885,2070.4816,0.08142006397247314,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 1024, 50]",1.0535384983564193,6007.0269,0.24799423217773434,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 2048, 1]",1.1528426066926167,2113.5974,0.058800601959228524,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 2048, 5]",1.0849852150370078,2309.247,0.06541457176208497,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 2048, 10]",1.161562854933279,2555.1212,0.07850296497344969,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 2048, 50]",1.1406533953669589,4459.0423,0.1806047201156616,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 4096, 1]",1.2087048050031746,4135.7229,0.08608744144439699,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 4096, 5]",1.052080792015008,4230.6132,0.08782577514648438,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 4096, 10]",1.1536685332766963,4348.2385,0.09798386096954344,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 10, 4096, 50]",1.0991795793441796,5282.863,0.17077679634094242,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 32, 1]",0.9394072270544449,3305.6977,0.12505564689636234,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 32, 5]",0.9713275804817282,15918.8492,0.49088382720947266,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 32, 10]",0.9192916940644924,30836.6267,0.9780926704406738,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 32, 50]",0.9103157902931279,88052.0,2.958673405647277,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 64, 1]",0.9852007091927913,1714.9877,0.0895010471343994,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 64, 5]",0.9197027559722097,8168.7687,0.3072154045104981,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 64, 10]",0.902125683789158,15943.3548,0.5839121103286742,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 64, 50]",0.9363306597855541,71950.8987,3.057803106307984,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 128, 1]",0.9244023856964719,1018.1797,0.06384134292602539,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 128, 5]",0.91760471555155,4372.1225,0.17672553062438962,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 128, 10]",0.9320600862951772,8340.7003,0.3133681535720826,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 128, 50]",0.9250071552199716,36957.3737,1.501802682876587,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 256, 1]",0.9517514822540742,727.8494,0.05172867774963378,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 256, 5]",0.956110376000583,2500.134,0.11303451061248777,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 256, 10]",0.9198320259570609,4608.8621,0.18797261714935307,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 256, 50]",0.929613289151969,20123.7271,0.7826542615890502,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 512, 1]",0.9500558215057108,757.1222,0.04793841838836669,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 512, 5]",1.018022865134545,1641.7507,0.07741620540618896,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 512, 10]",0.9086646159593939,2709.8592,0.11775739192962645,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 512, 50]",0.8877810457656967,10713.8974,0.4269710302352906,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 1024, 1]",0.9788544879979154,1151.4497,0.05122182369232177,3.663372755050659
aloi,test,0.001,ann-faiss,"{}_[10, 20, 1024, 5]",0.9426411907847556,1569.015,0.06510088443756103,3.663372755050659
